,Province_State,week,Death,Date_Time
3121,Minnesota,2021-20,51928,2021-05-23
3122,Minnesota,2021-21,52394,2021-05-30
3123,Minnesota,2021-22,52700,2021-06-06
3124,Minnesota,2021-23,53012,2021-06-13
3125,Minnesota,2021-24,53315,2021-06-20
3126,Minnesota,2021-25,53561,2021-06-27
3127,Minnesota,2021-26,53815,2021-07-04
3128,Minnesota,2021-27,53962,2021-07-11
3129,Minnesota,2021-28,54056,2021-07-18
3130,Minnesota,2021-29,54155,2021-07-25
3131,Minnesota,2021-30,54269,2021-08-01
3132,Minnesota,2021-31,54430,2021-08-08
3133,Minnesota,2021-32,54644,2021-08-15
3134,Minnesota,2021-33,54863,2021-08-22
3135,Minnesota,2021-34,55126,2021-08-29
3136,Minnesota,2021-35,55410,2021-09-05
3137,Minnesota,2021-36,55718,2021-09-12
3138,Minnesota,2021-37,56253,2021-09-19
3139,Minnesota,2021-38,56864,2021-09-26
3140,Minnesota,2021-39,57617,2021-10-03
3141,Minnesota,2021-40,58431,2021-10-10
3142,Minnesota,2021-41,59338,2021-10-17
3143,Minnesota,2021-42,60246,2021-10-24
3144,Minnesota,2021-43,61148,2021-10-31
3145,Minnesota,2021-44,62159,2021-11-07
3146,Minnesota,2021-45,63325,2021-11-14
3147,Minnesota,2021-46,64435,2021-11-21
3148,Minnesota,2021-47,65684,2021-11-28
3149,Minnesota,2021-48,67238,2021-12-05
3150,Minnesota,2021-49,69169,2021-12-12
3151,Minnesota,2021-50,70919,2021-12-19
3152,Minnesota,2021-51,72534,2021-12-26
3153,Minnesota,2021-52,63380,2022-01-02
3154,Minnesota,2022-00,10656,2022-01-02
3155,Minnesota,2022-01,75596,2022-01-09
3156,Minnesota,2022-02,77162,2022-01-16
3157,Minnesota,2022-03,78376,2022-01-23
3158,Minnesota,2022-04,79969,2022-01-30
3159,Minnesota,2022-05,81575,2022-02-06
3160,Minnesota,2022-06,83072,2022-02-13
3161,Minnesota,2022-07,84394,2022-02-20
3162,Minnesota,2022-08,85382,2022-02-27
3163,Minnesota,2022-09,73928,2022-03-06
3164,Mississippi,2020-03,0,2020-01-26
3165,Mississippi,2020-04,0,2020-02-02
3166,Mississippi,2020-05,0,2020-02-09
3167,Mississippi,2020-06,0,2020-02-16
3168,Mississippi,2020-07,0,2020-02-23
3169,Mississippi,2020-08,0,2020-03-01
3170,Mississippi,2020-09,0,2020-03-08
3171,Mississippi,2020-10,0,2020-03-15
3172,Mississippi,2020-11,3,2020-03-22
3173,Mississippi,2020-12,33,2020-03-29
3174,Mississippi,2020-13,162,2020-04-05
3175,Mississippi,2020-14,472,2020-04-12
3176,Mississippi,2020-15,848,2020-04-19
3177,Mississippi,2020-16,1335,2020-04-26
3178,Mississippi,2020-17,1778,2020-05-03
3179,Mississippi,2020-18,2555,2020-05-10
3180,Mississippi,2020-19,3270,2020-05-17
3181,Mississippi,2020-20,3963,2020-05-24
3182,Mississippi,2020-21,4708,2020-05-31
3183,Mississippi,2020-22,5430,2020-06-07
3184,Mississippi,2020-23,6007,2020-06-14
3185,Mississippi,2020-24,6453,2020-06-21
3186,Mississippi,2020-25,6989,2020-06-28
3187,Mississippi,2020-26,7555,2020-07-05
3188,Mississippi,2020-27,8220,2020-07-12
3189,Mississippi,2020-28,9047,2020-07-19
3190,Mississippi,2020-29,9902,2020-07-26
3191,Mississippi,2020-30,11061,2020-08-02
3192,Mississippi,2020-31,12518,2020-08-09
3193,Mississippi,2020-32,13875,2020-08-16
3194,Mississippi,2020-33,15110,2020-08-23
3195,Mississippi,2020-34,16415,2020-08-30
3196,Mississippi,2020-35,17596,2020-09-06
3197,Mississippi,2020-36,18388,2020-09-13
3198,Mississippi,2020-37,19274,2020-09-20
3199,Mississippi,2020-38,20015,2020-09-27
3200,Mississippi,2020-39,20755,2020-10-04
3201,Mississippi,2020-40,21354,2020-10-11
3202,Mississippi,2020-41,21940,2020-10-18
3203,Mississippi,2020-42,22491,2020-10-25
3204,Mississippi,2020-43,23075,2020-11-01
3205,Mississippi,2020-44,23734,2020-11-08
3206,Mississippi,2020-45,24436,2020-11-15
3207,Mississippi,2020-46,25188,2020-11-22
3208,Mississippi,2020-47,26137,2020-11-29
3209,Mississippi,2020-48,27044,2020-12-06
3210,Mississippi,2020-49,28367,2020-12-13
3211,Mississippi,2020-50,30013,2020-12-20
3212,Mississippi,2020-51,31526,2020-12-27
3213,Mississippi,2020-52,23493,2021-01-03
3214,Mississippi,2021-00,9656,2021-01-03
3215,Mississippi,2021-01,35003,2021-01-10
3216,Mississippi,2021-02,37200,2021-01-17
3217,Mississippi,2021-03,39390,2021-01-24
3218,Mississippi,2021-04,41264,2021-01-31
3219,Mississippi,2021-05,43061,2021-02-07
3220,Mississippi,2021-06,44528,2021-02-14
3221,Mississippi,2021-07,45569,2021-02-21
3222,Mississippi,2021-08,46208,2021-02-28
3223,Mississippi,2021-09,47181,2021-03-07
3224,Mississippi,2021-10,47938,2021-03-14
3225,Mississippi,2021-11,48507,2021-03-21
3226,Mississippi,2021-12,48855,2021-03-28
3227,Mississippi,2021-13,49201,2021-04-04
3228,Mississippi,2021-14,49523,2021-04-11
3229,Mississippi,2021-15,49852,2021-04-18
3230,Mississippi,2021-16,50153,2021-04-25
3231,Mississippi,2021-17,50327,2021-05-02
3232,Mississippi,2021-18,50532,2021-05-09
3233,Mississippi,2021-19,50701,2021-05-16
3234,Mississippi,2021-20,50884,2021-05-23
3235,Mississippi,2021-21,51088,2021-05-30
3236,Mississippi,2021-22,51240,2021-06-06
3237,Mississippi,2021-23,51402,2021-06-13
3238,Mississippi,2021-24,51547,2021-06-20
3239,Mississippi,2021-25,51710,2021-06-27
3240,Mississippi,2021-26,51873,2021-07-04
3241,Mississippi,2021-27,52014,2021-07-11
3242,Mississippi,2021-28,52177,2021-07-18
3243,Mississippi,2021-29,52393,2021-07-25
3244,Mississippi,2021-30,52681,2021-08-01
3245,Mississippi,2021-31,53141,2021-08-08
3246,Mississippi,2021-32,53917,2021-08-15
3247,Mississippi,2021-33,55289,2021-08-22
3248,Mississippi,2021-34,57148,2021-08-29
3249,Mississippi,2021-35,59126,2021-09-05
3250,Mississippi,2021-36,61356,2021-09-12
3251,Mississippi,2021-37,63635,2021-09-19
3252,Mississippi,2021-38,65413,2021-09-26
3253,Mississippi,2021-39,66923,2021-10-03
3254,Mississippi,2021-40,68251,2021-10-10
3255,Mississippi,2021-41,69159,2021-10-17
3256,Mississippi,2021-42,69738,2021-10-24
3257,Mississippi,2021-43,70344,2021-10-31
3258,Mississippi,2021-44,70866,2021-11-07
3259,Mississippi,2021-45,71217,2021-11-14
3260,Mississippi,2021-46,71502,2021-11-21
3261,Mississippi,2021-47,71770,2021-11-28
3262,Mississippi,2021-48,71980,2021-12-05
3263,Mississippi,2021-49,72182,2021-12-12
3264,Mississippi,2021-50,72403,2021-12-19
3265,Mississippi,2021-51,72677,2021-12-26
3266,Mississippi,2021-52,62550,2022-01-02
3267,Mississippi,2022-00,10450,2022-01-02
3268,Mississippi,2022-01,73465,2022-01-09
3269,Mississippi,2022-02,74062,2022-01-16
3270,Mississippi,2022-03,74731,2022-01-23
3271,Mississippi,2022-04,75452,2022-01-30
3272,Mississippi,2022-05,77682,2022-02-06
3273,Mississippi,2022-06,79992,2022-02-13
3274,Mississippi,2022-07,82141,2022-02-20
3275,Mississippi,2022-08,83484,2022-02-27
3276,Mississippi,2022-09,72537,2022-03-06
3277,Missouri,2020-03,0,2020-01-26
3278,Missouri,2020-04,0,2020-02-02
3279,Missouri,2020-05,0,2020-02-09
3280,Missouri,2020-06,0,2020-02-16
3281,Missouri,2020-07,0,2020-02-23
3282,Missouri,2020-08,0,2020-03-01
3283,Missouri,2020-09,0,2020-03-08
3284,Missouri,2020-10,0,2020-03-15
3285,Missouri,2020-11,8,2020-03-22
3286,Missouri,2020-12,55,2020-03-29
3287,Missouri,2020-13,203,2020-04-05
3288,Missouri,2020-14,736,2020-04-12
3289,Missouri,2020-15,1392,2020-04-19
3290,Missouri,2020-16,2104,2020-04-26
3291,Missouri,2020-17,2978,2020-05-03
3292,Missouri,2020-18,3804,2020-05-10
3293,Missouri,2020-19,4581,2020-05-17
3294,Missouri,2020-20,5188,2020-05-24
3295,Missouri,2020-21,5539,2020-05-31
3296,Missouri,2020-22,5862,2020-06-07
3297,Missouri,2020-23,6120,2020-06-14
3298,Missouri,2020-24,6541,2020-06-21
3299,Missouri,2020-25,7034,2020-06-28
3300,Missouri,2020-26,7294,2020-07-05
3301,Missouri,2020-27,7563,2020-07-12
3302,Missouri,2020-28,7893,2020-07-19
3303,Missouri,2020-29,8255,2020-07-26
3304,Missouri,2020-30,8788,2020-08-02
3305,Missouri,2020-31,9212,2020-08-09
3306,Missouri,2020-32,9614,2020-08-16
3307,Missouri,2020-33,10140,2020-08-23
3308,Missouri,2020-34,10526,2020-08-30
3309,Missouri,2020-35,11246,2020-09-06
3310,Missouri,2020-36,12106,2020-09-13
3311,Missouri,2020-37,12607,2020-09-20
3312,Missouri,2020-38,13668,2020-09-27
3313,Missouri,2020-39,14832,2020-10-04
3314,Missouri,2020-40,16014,2020-10-11
3315,Missouri,2020-41,17414,2020-10-18
3316,Missouri,2020-42,18770,2020-10-25
3317,Missouri,2020-43,20377,2020-11-01
3318,Missouri,2020-44,21811,2020-11-08
3319,Missouri,2020-45,23207,2020-11-15
3320,Missouri,2020-46,24550,2020-11-22
3321,Missouri,2020-47,26436,2020-11-29
3322,Missouri,2020-48,28650,2020-12-06
3323,Missouri,2020-49,31373,2020-12-13
3324,Missouri,2020-50,34141,2020-12-20
3325,Missouri,2020-51,37456,2020-12-27
3326,Missouri,2020-52,28034,2021-01-03
3327,Missouri,2021-00,11498,2021-01-03
3328,Missouri,2021-01,41949,2021-01-10
3329,Missouri,2021-02,44630,2021-01-17
3330,Missouri,2021-03,46783,2021-01-24
3331,Missouri,2021-04,48871,2021-01-31
3332,Missouri,2021-05,51268,2021-02-07
3333,Missouri,2021-06,53183,2021-02-14
3334,Missouri,2021-07,55277,2021-02-21
3335,Missouri,2021-08,57357,2021-02-28
3336,Missouri,2021-09,58848,2021-03-07
3337,Missouri,2021-10,60254,2021-03-14
3338,Missouri,2021-11,60847,2021-03-21
3339,Missouri,2021-12,61371,2021-03-28
3340,Missouri,2021-13,61880,2021-04-04
3341,Missouri,2021-14,62128,2021-04-11
3342,Missouri,2021-15,62751,2021-04-18
3343,Missouri,2021-16,63325,2021-04-25
3344,Missouri,2021-17,63812,2021-05-02
3345,Missouri,2021-18,64386,2021-05-09
3346,Missouri,2021-19,64746,2021-05-16
3347,Missouri,2021-20,65576,2021-05-23
3348,Missouri,2021-21,66265,2021-05-30
3349,Missouri,2021-22,66686,2021-06-06
3350,Missouri,2021-23,67158,2021-06-13
3351,Missouri,2021-24,67450,2021-06-20
3352,Missouri,2021-25,67647,2021-06-27
3353,Missouri,2021-26,68030,2021-07-04
3354,Missouri,2021-27,68457,2021-07-11
3355,Missouri,2021-28,69003,2021-07-18
3356,Missouri,2021-29,69577,2021-07-25
3357,Missouri,2021-30,70322,2021-08-01
3358,Missouri,2021-31,71402,2021-08-08
3359,Missouri,2021-32,72775,2021-08-15
3360,Missouri,2021-33,74075,2021-08-22
3361,Missouri,2021-34,75671,2021-08-29
3362,Missouri,2021-35,77321,2021-09-05
3363,Missouri,2021-36,78732,2021-09-12
3364,Missouri,2021-37,80303,2021-09-19
3365,Missouri,2021-38,82019,2021-09-26
3366,Missouri,2021-39,83534,2021-10-03
3367,Missouri,2021-40,84845,2021-10-10
3368,Missouri,2021-41,85827,2021-10-17
3369,Missouri,2021-42,86851,2021-10-24
3370,Missouri,2021-43,87564,2021-10-31
3371,Missouri,2021-44,88564,2021-11-07
3372,Missouri,2021-45,89520,2021-11-14
3373,Missouri,2021-46,90477,2021-11-21
3374,Missouri,2021-47,91030,2021-11-28
3375,Missouri,2021-48,98893,2021-12-05
3376,Missouri,2021-49,109526,2021-12-12
3377,Missouri,2021-50,110545,2021-12-19
3378,Missouri,2021-51,111767,2021-12-26
3379,Missouri,2021-52,96873,2022-01-02
3380,Missouri,2022-00,16227,2022-01-02
3381,Missouri,2022-01,114799,2022-01-09
3382,Missouri,2022-02,116900,2022-01-16
3383,Missouri,2022-03,119005,2022-01-23
3384,Missouri,2022-04,121340,2022-01-30
3385,Missouri,2022-05,123896,2022-02-06
3386,Missouri,2022-06,126721,2022-02-13
3387,Missouri,2022-07,129295,2022-02-20
3388,Missouri,2022-08,131601,2022-02-27
3389,Missouri,2022-09,115260,2022-03-06
3390,Montana,2020-03,0,2020-01-26
3391,Montana,2020-04,0,2020-02-02
3392,Montana,2020-05,0,2020-02-09
3393,Montana,2020-06,0,2020-02-16
3394,Montana,2020-07,0,2020-02-23
3395,Montana,2020-08,0,2020-03-01
3396,Montana,2020-09,0,2020-03-08
3397,Montana,2020-10,0,2020-03-15
3398,Montana,2020-11,0,2020-03-22
3399,Montana,2020-12,2,2020-03-29
3400,Montana,2020-13,34,2020-04-05
3401,Montana,2020-14,42,2020-04-12
3402,Montana,2020-15,52,2020-04-19
3403,Montana,2020-16,88,2020-04-26
3404,Montana,2020-17,107,2020-05-03
3405,Montana,2020-18,112,2020-05-10
3406,Montana,2020-19,112,2020-05-17
3407,Montana,2020-20,112,2020-05-24
3408,Montana,2020-21,117,2020-05-31
3409,Montana,2020-22,121,2020-06-07
3410,Montana,2020-23,126,2020-06-14
3411,Montana,2020-24,137,2020-06-21
3412,Montana,2020-25,148,2020-06-28
3413,Montana,2020-26,156,2020-07-05
3414,Montana,2020-27,174,2020-07-12
3415,Montana,2020-28,238,2020-07-19
3416,Montana,2020-29,293,2020-07-26
3417,Montana,2020-30,374,2020-08-02
3418,Montana,2020-31,464,2020-08-09
3419,Montana,2020-32,551,2020-08-16
3420,Montana,2020-33,600,2020-08-23
3421,Montana,2020-34,678,2020-08-30
3422,Montana,2020-35,763,2020-09-06
3423,Montana,2020-36,863,2020-09-13
3424,Montana,2020-37,999,2020-09-20
3425,Montana,2020-38,1151,2020-09-27
3426,Montana,2020-39,1257,2020-10-04
3427,Montana,2020-40,1374,2020-10-11
3428,Montana,2020-41,1568,2020-10-18
3429,Montana,2020-42,1863,2020-10-25
3430,Montana,2020-43,2306,2020-11-01
3431,Montana,2020-44,2836,2020-11-08
3432,Montana,2020-45,3310,2020-11-15
3433,Montana,2020-46,3874,2020-11-22
3434,Montana,2020-47,4483,2020-11-29
3435,Montana,2020-48,4946,2020-12-06
3436,Montana,2020-49,5414,2020-12-13
3437,Montana,2020-50,5865,2020-12-20
3438,Montana,2020-51,6306,2020-12-27
3439,Montana,2020-52,4701,2021-01-03
3440,Montana,2021-00,1932,2021-01-03
3441,Montana,2021-01,7108,2021-01-10
3442,Montana,2021-02,7500,2021-01-17
3443,Montana,2021-03,7717,2021-01-24
3444,Montana,2021-04,8357,2021-01-31
3445,Montana,2021-05,8946,2021-02-07
3446,Montana,2021-06,9234,2021-02-14
3447,Montana,2021-07,9337,2021-02-21
3448,Montana,2021-08,9437,2021-02-28
3449,Montana,2021-09,9592,2021-03-07
3450,Montana,2021-10,9709,2021-03-14
3451,Montana,2021-11,9806,2021-03-21
3452,Montana,2021-12,9984,2021-03-28
3453,Montana,2021-13,10103,2021-04-04
3454,Montana,2021-14,10436,2021-04-11
3455,Montana,2021-15,10709,2021-04-18
3456,Montana,2021-16,10880,2021-04-25
3457,Montana,2021-17,10974,2021-05-02
3458,Montana,2021-18,11067,2021-05-09
3459,Montana,2021-19,11165,2021-05-16
3460,Montana,2021-20,11211,2021-05-23
3461,Montana,2021-21,11254,2021-05-30
3462,Montana,2021-22,11351,2021-06-06
3463,Montana,2021-23,11455,2021-06-13
3464,Montana,2021-24,11533,2021-06-20
3465,Montana,2021-25,11600,2021-06-27
3466,Montana,2021-26,11652,2021-07-04
3467,Montana,2021-27,11689,2021-07-11
3468,Montana,2021-28,11774,2021-07-18
3469,Montana,2021-29,11855,2021-07-25
3470,Montana,2021-30,11905,2021-08-01
3471,Montana,2021-31,12010,2021-08-08
3472,Montana,2021-32,12086,2021-08-15
3473,Montana,2021-33,12220,2021-08-22
3474,Montana,2021-34,12403,2021-08-29
3475,Montana,2021-35,12602,2021-09-05
3476,Montana,2021-36,12762,2021-09-12
3477,Montana,2021-37,13000,2021-09-19
3478,Montana,2021-38,13399,2021-09-26
3479,Montana,2021-39,13951,2021-10-03
3480,Montana,2021-40,14376,2021-10-10
3481,Montana,2021-41,14738,2021-10-17
3482,Montana,2021-42,15475,2021-10-24
3483,Montana,2021-43,16153,2021-10-31
3484,Montana,2021-44,16723,2021-11-07
3485,Montana,2021-45,17135,2021-11-14
3486,Montana,2021-46,17639,2021-11-21
3487,Montana,2021-47,18205,2021-11-28
3488,Montana,2021-48,18879,2021-12-05
3489,Montana,2021-49,19495,2021-12-12
3490,Montana,2021-50,20000,2021-12-19
3491,Montana,2021-51,20219,2021-12-26
3492,Montana,2021-52,17415,2022-01-02
3493,Montana,2022-00,2906,2022-01-02
3494,Montana,2022-01,20387,2022-01-09
3495,Montana,2022-02,20523,2022-01-16
3496,Montana,2022-03,20729,2022-01-23
3497,Montana,2022-04,20914,2022-01-30
3498,Montana,2022-05,21126,2022-02-06
3499,Montana,2022-06,21357,2022-02-13
3500,Montana,2022-07,21622,2022-02-20
3501,Montana,2022-08,21997,2022-02-27
3502,Montana,2022-09,19146,2022-03-06
3503,Nebraska,2020-03,0,2020-01-26
3504,Nebraska,2020-04,0,2020-02-02
3505,Nebraska,2020-05,0,2020-02-09
3506,Nebraska,2020-06,0,2020-02-16
3507,Nebraska,2020-07,0,2020-02-23
3508,Nebraska,2020-08,0,2020-03-01
3509,Nebraska,2020-09,0,2020-03-08
3510,Nebraska,2020-10,0,2020-03-15
3511,Nebraska,2020-11,0,2020-03-22
3512,Nebraska,2020-12,2,2020-03-29
3513,Nebraska,2020-13,28,2020-04-05
3514,Nebraska,2020-14,85,2020-04-12
3515,Nebraska,2020-15,143,2020-04-19
3516,Nebraska,2020-16,279,2020-04-26
3517,Nebraska,2020-17,440,2020-05-03
3518,Nebraska,2020-18,583,2020-05-10
3519,Nebraska,2020-19,730,2020-05-17
3520,Nebraska,2020-20,939,2020-05-24
3521,Nebraska,2020-21,1091,2020-05-31
3522,Nebraska,2020-22,1241,2020-06-07
3523,Nebraska,2020-23,1397,2020-06-14
3524,Nebraska,2020-24,1627,2020-06-21
3525,Nebraska,2020-25,1799,2020-06-28
3526,Nebraska,2020-26,1936,2020-07-05
3527,Nebraska,2020-27,1986,2020-07-12
3528,Nebraska,2020-28,2051,2020-07-19
3529,Nebraska,2020-29,2183,2020-07-26
3530,Nebraska,2020-30,2270,2020-08-02
3531,Nebraska,2020-31,2362,2020-08-09
3532,Nebraska,2020-32,2482,2020-08-16
3533,Nebraska,2020-33,2588,2020-08-23
3534,Nebraska,2020-34,2705,2020-08-30
3535,Nebraska,2020-35,2799,2020-09-06
3536,Nebraska,2020-36,2940,2020-09-13
3537,Nebraska,2020-37,3070,2020-09-20
3538,Nebraska,2020-38,3216,2020-09-27
3539,Nebraska,2020-39,3381,2020-10-04
3540,Nebraska,2020-40,3565,2020-10-11
3541,Nebraska,2020-41,3727,2020-10-18
3542,Nebraska,2020-42,4016,2020-10-25
3543,Nebraska,2020-43,4382,2020-11-01
3544,Nebraska,2020-44,4717,2020-11-08
3545,Nebraska,2020-45,5184,2020-11-15
3546,Nebraska,2020-46,5874,2020-11-22
3547,Nebraska,2020-47,6682,2020-11-29
3548,Nebraska,2020-48,7754,2020-12-06
3549,Nebraska,2020-49,9043,2020-12-13
3550,Nebraska,2020-50,10075,2020-12-20
3551,Nebraska,2020-51,10764,2020-12-27
3552,Nebraska,2020-52,8011,2021-01-03
3553,Nebraska,2021-00,3337,2021-01-03
3554,Nebraska,2021-01,11938,2021-01-10
3555,Nebraska,2021-02,12618,2021-01-17
3556,Nebraska,2021-03,13008,2021-01-24
3557,Nebraska,2021-04,13357,2021-01-31
3558,Nebraska,2021-05,13578,2021-02-07
3559,Nebraska,2021-06,13894,2021-02-14
3560,Nebraska,2021-07,14142,2021-02-21
3561,Nebraska,2021-08,14421,2021-02-28
3562,Nebraska,2021-09,14656,2021-03-07
3563,Nebraska,2021-10,14829,2021-03-14
3564,Nebraska,2021-11,14909,2021-03-21
3565,Nebraska,2021-12,15096,2021-03-28
3566,Nebraska,2021-13,15250,2021-04-04
3567,Nebraska,2021-14,15374,2021-04-11
3568,Nebraska,2021-15,15516,2021-04-18
3569,Nebraska,2021-16,15594,2021-04-25
3570,Nebraska,2021-17,15700,2021-05-02
3571,Nebraska,2021-18,15734,2021-05-09
3572,Nebraska,2021-19,15859,2021-05-16
3573,Nebraska,2021-20,15780,2021-05-23
3574,Nebraska,2021-21,15703,2021-05-30
3575,Nebraska,2021-22,15743,2021-06-06
3576,Nebraska,2021-23,15778,2021-06-13
3577,Nebraska,2021-24,15806,2021-06-20
3578,Nebraska,2021-25,15811,2021-06-27
3579,Nebraska,2021-26,15823,2021-07-04
3580,Nebraska,2021-27,15832,2021-07-11
3581,Nebraska,2021-28,15876,2021-07-18
3582,Nebraska,2021-29,15968,2021-07-25
3583,Nebraska,2021-30,15972,2021-08-01
3584,Nebraska,2021-31,15994,2021-08-08
3585,Nebraska,2021-32,16007,2021-08-15
3586,Nebraska,2021-33,16080,2021-08-22
3587,Nebraska,2021-34,16180,2021-08-29
3588,Nebraska,2021-35,16315,2021-09-05
3589,Nebraska,2021-36,16458,2021-09-12
3590,Nebraska,2021-37,16543,2021-09-19
3591,Nebraska,2021-38,16672,2021-09-26
3592,Nebraska,2021-39,18962,2021-10-03
3593,Nebraska,2021-40,19903,2021-10-10
3594,Nebraska,2021-41,20116,2021-10-17
3595,Nebraska,2021-42,20465,2021-10-24
3596,Nebraska,2021-43,20642,2021-10-31
3597,Nebraska,2021-44,20911,2021-11-07
3598,Nebraska,2021-45,21218,2021-11-14
3599,Nebraska,2021-46,21549,2021-11-21
3600,Nebraska,2021-47,21856,2021-11-28
3601,Nebraska,2021-48,22133,2021-12-05
3602,Nebraska,2021-49,22557,2021-12-12
3603,Nebraska,2021-50,22946,2021-12-19
3604,Nebraska,2021-51,23156,2021-12-26
3605,Nebraska,2021-52,19987,2022-01-02
3606,Nebraska,2022-00,3338,2022-01-02
3607,Nebraska,2022-01,23704,2022-01-09
3608,Nebraska,2022-02,24524,2022-01-16
3609,Nebraska,2022-03,24871,2022-01-23
3610,Nebraska,2022-04,25363,2022-01-30
3611,Nebraska,2022-05,25957,2022-02-06
3612,Nebraska,2022-06,26553,2022-02-13
3613,Nebraska,2022-07,26967,2022-02-20
3614,Nebraska,2022-08,27477,2022-02-27
3615,Nebraska,2022-09,23899,2022-03-06
3616,Nevada,2020-03,0,2020-01-26
3617,Nevada,2020-04,0,2020-02-02
3618,Nevada,2020-05,0,2020-02-09
3619,Nevada,2020-06,0,2020-02-16
3620,Nevada,2020-07,0,2020-02-23
3621,Nevada,2020-08,0,2020-03-01
3622,Nevada,2020-09,0,2020-03-08
3623,Nevada,2020-10,0,2020-03-15
3624,Nevada,2020-11,8,2020-03-22
3625,Nevada,2020-12,46,2020-03-29
3626,Nevada,2020-13,214,2020-04-05
3627,Nevada,2020-14,509,2020-04-12
3628,Nevada,2020-15,913,2020-04-19
3629,Nevada,2020-16,1249,2020-04-26
3630,Nevada,2020-17,1605,2020-05-03
3631,Nevada,2020-18,1986,2020-05-10
3632,Nevada,2020-19,2297,2020-05-17
3633,Nevada,2020-20,2599,2020-05-24
3634,Nevada,2020-21,2799,2020-05-31
3635,Nevada,2020-22,2985,2020-06-07
3636,Nevada,2020-23,3157,2020-06-14
3637,Nevada,2020-24,3308,2020-06-21
3638,Nevada,2020-25,3455,2020-06-28
3639,Nevada,2020-26,3605,2020-07-05
3640,Nevada,2020-27,3914,2020-07-12
3641,Nevada,2020-28,4325,2020-07-19
3642,Nevada,2020-29,4838,2020-07-26
3643,Nevada,2020-30,5475,2020-08-02
3644,Nevada,2020-31,6200,2020-08-09
3645,Nevada,2020-32,7041,2020-08-16
3646,Nevada,2020-33,7939,2020-08-23
3647,Nevada,2020-34,8737,2020-08-30
3648,Nevada,2020-35,9382,2020-09-06
3649,Nevada,2020-36,9904,2020-09-13
3650,Nevada,2020-37,10442,2020-09-20
3651,Nevada,2020-38,10883,2020-09-27
3652,Nevada,2020-39,11195,2020-10-04
3653,Nevada,2020-40,11476,2020-10-11
3654,Nevada,2020-41,11802,2020-10-18
3655,Nevada,2020-42,12098,2020-10-25
3656,Nevada,2020-43,12342,2020-11-01
3657,Nevada,2020-44,12705,2020-11-08
3658,Nevada,2020-45,13120,2020-11-15
3659,Nevada,2020-46,13663,2020-11-22
3660,Nevada,2020-47,14465,2020-11-29
3661,Nevada,2020-48,15469,2020-12-06
3662,Nevada,2020-49,16810,2020-12-13
3663,Nevada,2020-50,18459,2020-12-20
3664,Nevada,2020-51,20053,2020-12-27
3665,Nevada,2020-52,15122,2021-01-03
3666,Nevada,2021-00,6291,2021-01-03
3667,Nevada,2021-01,23099,2021-01-10
3668,Nevada,2021-02,25226,2021-01-17
3669,Nevada,2021-03,27097,2021-01-24
3670,Nevada,2021-04,28940,2021-01-31
3671,Nevada,2021-05,30628,2021-02-07
3672,Nevada,2021-06,32177,2021-02-14
3673,Nevada,2021-07,33440,2021-02-21
3674,Nevada,2021-08,34408,2021-02-28
3675,Nevada,2021-09,34929,2021-03-07
3676,Nevada,2021-10,35492,2021-03-14
3677,Nevada,2021-11,36010,2021-03-21
3678,Nevada,2021-12,36414,2021-03-28
3679,Nevada,2021-13,36751,2021-04-04
3680,Nevada,2021-14,37122,2021-04-11
3681,Nevada,2021-15,37445,2021-04-18
3682,Nevada,2021-16,37742,2021-04-25
3683,Nevada,2021-17,38134,2021-05-02
3684,Nevada,2021-18,38390,2021-05-09
3685,Nevada,2021-19,38611,2021-05-16
3686,Nevada,2021-20,38802,2021-05-23
3687,Nevada,2021-21,38994,2021-05-30
3688,Nevada,2021-22,39154,2021-06-06
3689,Nevada,2021-23,39299,2021-06-13
3690,Nevada,2021-24,39454,2021-06-20
3691,Nevada,2021-25,39600,2021-06-27
3692,Nevada,2021-26,39782,2021-07-04
3693,Nevada,2021-27,39948,2021-07-11
3694,Nevada,2021-28,40186,2021-07-18
3695,Nevada,2021-29,40500,2021-07-25
3696,Nevada,2021-30,41106,2021-08-01
3697,Nevada,2021-31,41701,2021-08-08
3698,Nevada,2021-32,42661,2021-08-15
3699,Nevada,2021-33,43640,2021-08-22
3700,Nevada,2021-34,44578,2021-08-29
3701,Nevada,2021-35,45692,2021-09-05
3702,Nevada,2021-36,46492,2021-09-12
3703,Nevada,2021-37,47493,2021-09-19
3704,Nevada,2021-38,48604,2021-09-26
3705,Nevada,2021-39,49722,2021-10-03
3706,Nevada,2021-40,50635,2021-10-10
3707,Nevada,2021-41,51561,2021-10-17
3708,Nevada,2021-42,52375,2021-10-24
3709,Nevada,2021-43,53133,2021-10-31
3710,Nevada,2021-44,53743,2021-11-07
3711,Nevada,2021-45,54453,2021-11-14
3712,Nevada,2021-46,55135,2021-11-21
3713,Nevada,2021-47,55682,2021-11-28
3714,Nevada,2021-48,56189,2021-12-05
3715,Nevada,2021-49,56976,2021-12-12
3716,Nevada,2021-50,57673,2021-12-19
3717,Nevada,2021-51,58367,2021-12-26
3718,Nevada,2021-52,50364,2022-01-02
3719,Nevada,2022-00,8419,2022-01-02
3720,Nevada,2022-01,59323,2022-01-09
3721,Nevada,2022-02,60036,2022-01-16
3722,Nevada,2022-03,60771,2022-01-23
3723,Nevada,2022-04,61826,2022-01-30
3724,Nevada,2022-05,63292,2022-02-06
3725,Nevada,2022-06,64810,2022-02-13
